Topic,Subtopic,Question,Answer,Problem difficulty,Output
Numpy,Core array literacy,"Write a function solve(n, name) that builds 0 through n-1 directly in the dtype named by the string `name` and returns a tuple (values, dtype_name, per_element, count): the values as a plain list, str() of the dtype, bytes per element, and how many elements there are.","import torch as t

def solve(n, name):
    """"""0..n-1 built as `name`: (values, dtype name, bytes per element, element count).""""""
    z = t.arange(n, dtype=getattr(t, name))
    return (z.tolist(), str(z.dtype), z.element_size(), z.numel())


example = (4, 'int16',)
print(solve(*example))
",20,"([0, 1, 2, 3], 'torch.int16', 2, 4)"
Numpy,Core array literacy,"Write a function solve(x) that takes a float tensor and returns a tuple (ints, bytes64, dtype_name): x converted to 64-bit integers as a plain list, the number of bytes x would occupy as float64, and str() of x's own dtype — still what it was, since neither conversion touches x.","import torch as t

def solve(x):
    """"""Return (x as int64, bytes of x as float64, x's dtype name unchanged).""""""
    ints = x.to(t.int64)
    wide = x.to(t.float64)
    return (ints.tolist(), wide.numel() * wide.element_size(), str(x.dtype))


example = (t.tensor([1.9, -1.9, 0.5]),)
print(solve(*example))
",22,"([1, -1, 0], 24, 'torch.float32')"
Numpy,Indexing and selection,"Write a function solve(z) that takes a 1-D float tensor and returns a tuple of two plain lists: the values sorted smallest to largest, and the position each sorted value came from in z. One call returns both halves.","import torch as t

def solve(z):
    """"""Return (sorted values, where each came from), both as lists.""""""
    s = t.sort(z)
    return (s.values.tolist(), s.indices.tolist())


example = (t.tensor([0.5, 0.25, 0.75]),)
print(solve(*example))
",14,"([0.25, 0.5, 0.75], [1, 0, 2])"
Numpy,Indexing and selection,"Write a function solve(ids, scores) that takes two 1-D tensors of the same length and returns the ids reordered so their scores go smallest to largest, as a plain list. Rank the scores once, then index ids with that order.","import torch as t

def solve(ids, scores):
    """"""Return ids reordered by ascending score, as a list.""""""
    order = t.argsort(scores)
    return ids[order].tolist()


example = (t.tensor([10, 20, 30]), t.tensor([0.5, 0.25, 0.75]),)
print(solve(*example))
",16,"[20, 10, 30]"
Numpy,Indexing and selection,"Write a function solve(x, k) that takes a 1-D float tensor and an integer k, and returns a tuple of two plain lists: the k largest values ordered largest first, and the positions they sit at in x. One call answers both.","import torch as t

def solve(x, k):
    """"""Return (the k largest values largest first, their positions), as lists.""""""
    top = t.topk(x, k)
    return (top.values.tolist(), top.indices.tolist())


example = (t.tensor([5.0, 1.0, 9.0, 3.0, 7.0]), 2,)
print(solve(*example))
",16,"([9.0, 7.0], [2, 4])"
Numpy,Indexing and selection,"Write a function solve(x) that takes a 2-D float tensor and returns it with each COLUMN sorted smallest to largest independently, as a plain nested list. Columns do not mix — name the axis that runs down a column.","import torch as t

def solve(x):
    """"""Return x with each COLUMN sorted ascending on its own, as a nested list.""""""
    return t.sort(x, dim=0).values.tolist()


example = (t.tensor([[3.0, 1.0], [1.0, 2.0], [2.0, 0.0]]),)
print(solve(*example))
",16,"[[1.0, 0.0], [2.0, 1.0], [3.0, 2.0]]"
Numpy,Indexing and selection,Write a function solve(z) that takes a 1-D float tensor and returns the POSITION of its largest entry as a plain int. Rank the positions largest-first and take the first one.,"import torch as t

def solve(z):
    """"""Return the position of the largest entry, via a descending argsort.""""""
    return t.argsort(z, descending=True)[0].item()


example = (t.tensor([0.4, 0.9, 0.1]),)
print(solve(*example))
",16,1
Numpy,Indexing and selection,"Write a function solve(z, k) that takes a 1-D float tensor and an integer k, and returns the k SMALLEST values ordered smallest first, as a plain list. topk answers the opposite question — build this one from a sort.","import torch as t

def solve(z, k):
    """"""Return the k SMALLEST values, smallest first, as a list.""""""
    return t.sort(z).values[:k].tolist()


example = (t.tensor([5.0, 1.0, 9.0, 3.0, 7.0]), 2,)
print(solve(*example))
",18,"[1.0, 3.0]"
Numpy,Indexing and selection,"Write a function solve(names, scores, k) that takes two 1-D tensors of the same length and an integer k, and returns a tuple of two plain lists: the k names with the highest scores, best first, and those scores in the same order. The names never get sorted — only indexed.","import torch as t

def solve(names, scores, k):
    """"""Return (top-k names by score, their scores), best first, as lists.""""""
    order = t.argsort(scores, descending=True)[:k]
    return (names[order].tolist(), scores[order].tolist())


example = (t.tensor([10, 20, 30, 40]), t.tensor([0.5, 0.25, 0.75, 0.125]), 2,)
print(solve(*example))
",24,"([30, 10], [0.75, 0.5])"
Numpy,Indexing and selection,"Write a function solve(x) that takes a 2-D float tensor and returns a tuple of two plain nested lists: each ROW sorted largest first on its own, and for each row the column positions those values came from.","import torch as t

def solve(x):
    """"""Each row sorted descending: (values, the positions they came from), nested lists.""""""
    s = t.sort(x, dim=1, descending=True)
    return (s.values.tolist(), s.indices.tolist())


example = (t.tensor([[0.5, 0.75, 0.25], [5.0, 1.0, 3.0]]),)
print(solve(*example))
",22,"([[0.75, 0.5, 0.25], [5.0, 3.0, 1.0]], [[1, 0, 2], [0, 2, 1]])"
Numpy,Indexing and selection,"Write a function solve(z) that takes a 1-D float tensor and returns a tuple of three plain lists: its values smallest first, its values largest first, and z itself afterwards — which sorting must have left exactly as it was.","import torch as t

def solve(z):
    """"""Return (ascending values, descending values, z afterwards), as lists.""""""
    up = t.sort(z).values
    down = t.sort(z, descending=True).values
    return (up.tolist(), down.tolist(), z.tolist())


example = (t.tensor([0.5, 0.25, 0.75]),)
print(solve(*example))
",20,"([0.25, 0.5, 0.75], [0.75, 0.5, 0.25], [0.5, 0.25, 0.75])"
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor a from the nested list and returns a tuple (before, after): how many rows a has, and how many rows its transpose has. The second number is the original's column count — transposing turns columns into rows.","import torch as t

def solve(rows):
    """"""Return (how many rows a has, how many rows a.T has).""""""
    a = t.tensor(rows)
    return (len(a), len(a.T))


example = ([[1, 2, 3], [4, 5, 6]],)
print(solve(*example))
",12,"(2, 3)"
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor from the nested list and returns the LAST row of its transpose as a plain Python list — which is the last column of the original, read top to bottom.","import torch as t

def solve(rows):
    """"""Return the transpose's LAST row as a plain list.""""""
    a = t.tensor(rows)
    return a.T.tolist()[-1]


example = ([[1, 2, 3], [4, 5, 6]],)
print(solve(*example))
",14,"[3, 6]"
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor a from the nested list and returns one bool: whether a is equal to its own transpose — same shape and the same numbers in every position. Only a square tensor can be, and not every square one is.","import torch as t

def solve(rows):
    """"""Return whether a equals its own transpose.""""""
    a = t.tensor(rows)
    return t.equal(a, a.T)


example = ([[1, 2], [3, 4]],)
print(solve(*example))
",16,False
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor from the nested list (always at least two columns) and returns a tuple (row, count): the SECOND row of its transpose as a plain list, and how many numbers that row holds — which is the original's row count.","import torch as t

def solve(rows):
    """"""Return (the transpose's second row, how many numbers it has).""""""
    a = t.tensor(rows)
    row = a.T.tolist()[1]
    return (row, len(row))


example = ([[1, 2, 3], [4, 5, 6]],)
print(solve(*example))
",16,"([2, 5], 2)"
Numpy,Core array literacy,"Write a function solve(rows, i, j) that builds a tensor a from the nested list and returns a tuple of two plain numbers: the entry at row i, column j of a, and the entry at row j, column i of a's transpose. Read both out of nested lists.","import torch as t

def solve(rows, i, j):
    """"""Return (a's entry at row i col j, a.T's entry at row j col i).""""""
    a = t.tensor(rows)
    return (a.tolist()[i][j], a.T.tolist()[j][i])


example = ([[1, 2], [3, 4]], 0, 1,)
print(solve(*example))
",18,"(2, 2)"
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor a from the nested list and returns a tuple of two plain nested lists: the transpose's contents, and the contents after transposing a second time.","import torch as t

def solve(rows):
    """"""Return (a.T's values, a.T.T's values), both as nested lists.""""""
    a = t.tensor(rows)
    return (a.T.tolist(), a.T.T.tolist())


example = ([[1, 2, 3], [4, 5, 6]],)
print(solve(*example))
",14,"([[1, 4], [2, 5], [3, 6]], [[1, 2, 3], [4, 5, 6]])"
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor a from the nested list and returns a tuple (values, shape, first_row, symmetric): the transpose's contents as a plain nested list, its shape as a plain tuple, its first row as a plain list, and whether a equals its own transpose.","import torch as t

def solve(rows):
    """"""Return (a.T's values, a.T's shape, a.T's first row, is a its own transpose?).""""""
    a = t.tensor(rows)
    view = a.T
    return (view.tolist(), tuple(view.shape), view.tolist()[0], t.equal(a, view))


example = ([[1, 2, 3], [4, 5, 6]],)
print(solve(*example))
",22,"([[1, 4], [2, 5], [3, 6]], (3, 2), [1, 4], False)"
Numpy,Core array literacy,"Write a function solve(rows, cols) that draws a standard-normal tensor of shape (rows, cols) and returns a tuple (shape, dtype_name, ndim): its shape as a plain tuple, the name of its dtype as a string, and how many axes it has.","import torch as t

def solve(rows, cols):
    """"""Return (shape, dtype name, ndim) of a standard-normal draw.""""""
    x = t.randn(rows, cols)
    return (tuple(x.shape), str(x.dtype), x.ndim)


example = (2, 3,)
print(solve(*example))
",12,"((2, 3), 'torch.float32', 2)"
Numpy,Core array literacy,"Write a function solve(low, high, n) that draws n random integers from the half-open range [low, high) and returns a tuple (shape, all_at_least_low, all_below_high): the shape as a plain tuple, and two booleans checking the bounds.","import torch as t

def solve(low, high, n):
    """"""Return (shape, every value >= low?, every value < high?) for n random ints.""""""
    x = t.randint(low, high, (n,))
    return (tuple(x.shape), bool((x >= low).all()), bool((x < high).all()))


example = (0, 10, 5,)
print(solve(*example))
",14,"((5,), True, True)"
Numpy,Core array literacy,"Write a function solve(n) that draws n uniform random floats and returns a tuple (shape, all_at_least_zero, all_below_one, dtype_name).","import torch as t

def solve(n):
    """"""Return (shape, all >= 0?, all < 1?, dtype name) for n uniform draws.""""""
    x = t.rand(n)
    return (tuple(x.shape), bool((x >= 0).all()), bool((x < 1).all()), str(x.dtype))


example = (5,)
print(solve(*example))
",12,"((5,), True, True, 'torch.float32')"
Numpy,Core array literacy,"Write a function solve(n) that draws a random permutation of the whole numbers 0 to n-1 and returns a tuple (shape, sorted_values): the shape as a plain tuple and the drawn values sorted back into order as a plain list.","import torch as t

def solve(n):
    """"""Return (shape, the values sorted back into order) for a random permutation.""""""
    p = t.randperm(n)
    return (tuple(p.shape), sorted(p.tolist()))


example = (4,)
print(solve(*example))
",16,"((4,), [0, 1, 2, 3])"
Numpy,Core array literacy,"Write a function solve(rows) that builds a tensor from the nested list, shuffles its ROWS into a random order, and returns a tuple (shape, sorted_rows): the shuffled tensor's shape as a plain tuple and its rows as a plain nested list sorted back into a canonical order.","import torch as t

def solve(rows):
    """"""Shuffle a's rows at random; return (shape, the rows sorted back into order).""""""
    a = t.tensor(rows)
    order = t.randperm(a.shape[0])
    shuffled = a[order]
    return (tuple(shuffled.shape), sorted(shuffled.tolist()))


example = ([[1, 2], [3, 4], [5, 6]],)
print(solve(*example))
",20,"((3, 2), [[1, 2], [3, 4], [5, 6]])"
Numpy,Core array literacy,"Write a function solve(rows, cols, high) that draws a 2-D tensor of random integers from [0, high) and returns a tuple (shape, all_at_least_zero, all_below_high, dtype_name).","import torch as t

def solve(rows, cols, high):
    """"""Return (shape, all >= 0?, all < high?, dtype name) for a 2-D random int draw.""""""
    x = t.randint(0, high, (rows, cols))
    return (tuple(x.shape), bool((x >= 0).all()), bool((x < high).all()), str(x.dtype))


example = (2, 3, 10,)
print(solve(*example))
",16,"((2, 3), True, True, 'torch.int64')"
Numpy,Core array literacy,"Write a function solve(shape) that draws a uniform random tensor of the given shape (handed to you as a plain tuple) and returns a tuple (shape, ndim, numel, dtype_name).","import torch as t

def solve(shape):
    """"""Return (shape, ndim, numel, dtype name) for a uniform draw of the given shape.""""""
    x = t.rand(shape)
    return (tuple(x.shape), x.ndim, x.numel(), str(x.dtype))


example = ((2, 3),)
print(solve(*example))
",14,"((2, 3), 2, 6, 'torch.float32')"
Numpy,Core array literacy,"Write a function solve(rows, cols) that draws a standard-normal tensor of shape (rows, cols) and returns a tuple (shape, numel, first_row_length, dtype_name), where first_row_length is how many numbers the first row holds.","import torch as t

def solve(rows, cols):
    """"""Return (shape, numel, length of row 0, dtype name) for a 2-D normal draw.""""""
    x = t.randn(rows, cols)
    return (tuple(x.shape), x.numel(), len(x[0].tolist()), str(x.dtype))


example = (2, 3,)
print(solve(*example))
",18,"((2, 3), 6, 3, 'torch.float32')"
Numpy,Core array literacy,"Write a function solve(n) that draws once from each of the four samplers — uniform floats, standard-normal floats, random integers in [0, 10), and a random permutation of 0..n-1, each of length n — and returns a tuple (uniform_dtype, normal_dtype, int_dtype, permutation_sorted): the three dtype names as strings and the permutation sorted back into order as a plain list.","import torch as t

def solve(n):
    """"""Draw with all four samplers; return their dtypes and the sorted permutation.""""""
    uniform = t.rand(n)
    normal = t.randn(n)
    ints = t.randint(0, 10, (n,))
    perm = t.randperm(n)
    return (str(uniform.dtype), str(normal.dtype), str(ints.dtype), sorted(perm.tolist()))


example = (4,)
print(solve(*example))
",26,"('torch.float32', 'torch.float32', 'torch.int64', [0, 1, 2, 3])"
Numpy,Core array literacy,"Write a function solve(n) that builds a random permutation MATRIX — the n-by-n identity with its rows shuffled into a random order — and returns a tuple (shape, is_still_a_permutation, total): the shape as a plain tuple, whether its rows are the identity's rows in some order, and the sum of every entry as a plain number.","import torch as t

def solve(n):
    """"""Shuffle the identity's rows; return (shape, still a permutation matrix?, total).""""""
    order = t.randperm(n)
    perm = t.eye(n)[order]
    return (tuple(perm.shape), sorted(perm.tolist()) == sorted(t.eye(n).tolist()), perm.sum().item())


example = (3,)
print(solve(*example))
",28,"((3, 3), True, 3.0)"
Numpy,Core array literacy,"Write a function solve(n, high) that draws n random integers from [0, high) and returns a tuple (shape, count, all_in_range, dtype_name): the shape as a plain tuple, how many numbers were drawn, whether every one of them lies in [0, high), and the dtype name.","import torch as t

def solve(n, high):
    """"""Return (shape, count, every value in [0, high)?, dtype name) for n random ints.""""""
    x = t.randint(0, high, (n,))
    low_ok = bool((x >= 0).all())
    high_ok = bool((x < high).all())
    return (tuple(x.shape), x.numel(), low_ok and high_ok, str(x.dtype))


example = (5, 10,)
print(solve(*example))
",24,"((5,), 5, True, 'torch.int64')"
Numpy,Core array literacy,"Write a function solve(rng, n) that returns the next n standard-normal floats from rng's stream, as a plain list.","import torch as t

def solve(rng, n):
    """"""Return the next n standard-normal floats from rng's stream.""""""
    return t.randn(n, generator=rng).tolist()


example = (t.Generator().manual_seed(0), 3,)
print(solve(*example))
",14,"[1.5409960746765137, -0.293428897857666, -2.1787893772125244]"
Numpy,Core array literacy,"Write a function solve(rng, low, high, n) that returns the next n random integers from [low, high) drawn from rng's stream, as a plain list.","import torch as t

def solve(rng, low, high, n):
    """"""Return the next n random ints in [low, high) from rng's stream.""""""
    return t.randint(low, high, (n,), generator=rng).tolist()


example = (t.Generator().manual_seed(0), 0, 10, 4,)
print(solve(*example))
",16,"[4, 9, 3, 0]"
Numpy,Core array literacy,"Write a function solve(rng, n) that returns a random permutation of 0..n-1 drawn from rng's stream, as a plain list.","import torch as t

def solve(rng, n):
    """"""Return a random permutation of 0..n-1 from rng's stream.""""""
    return t.randperm(n, generator=rng).tolist()


example = (t.Generator().manual_seed(0), 4,)
print(solve(*example))
",16,"[0, 1, 3, 2]"
Numpy,Core array literacy,"Write a function solve(rng, n) that takes two consecutive draws of n uniform floats from rng's stream and returns a tuple (first, second, they_differ): both draws as plain lists and whether the second draw differs from the first.","import torch as t

def solve(rng, n):
    """"""Two consecutive draws from one stream; return (first, second, do they differ?).""""""
    first = t.rand(n, generator=rng)
    second = t.rand(n, generator=rng)
    return (first.tolist(), second.tolist(), first.tolist() != second.tolist())


example = (t.Generator().manual_seed(0), 2,)
print(solve(*example))
",20,"([0.49625658988952637, 0.7682217955589294], [0.08847743272781372, 0.13203048706054688], True)"
Numpy,Core array literacy,"Write a function solve(rng, n) that returns the next n uniform floats from rng's stream as a plain list, and does not disturb the stream in any other way.","import torch as t

def solve(rng, n):
    """"""Return the next n uniform [0,1) floats from rng's stream.""""""
    return t.rand(n, generator=rng).tolist()


example = (t.Generator().manual_seed(0), 3,)
print(solve(*example))
",14,"[0.49625658988952637, 0.7682217955589294, 0.08847743272781372]"
Numpy,Core array literacy,"Write a function solve(rng, n) that adds uniform noise to a row of n zeros using rng's stream and returns the noisy row as a plain list. The point is that the generator is threaded through to the draw rather than replaced.","import torch as t

def solve(rng, n):
    """"""Add uniform noise from rng to n zeros; return the row.""""""
    noise = t.rand(n, generator=rng)
    return (t.zeros(n) + noise).tolist()


example = (t.Generator().manual_seed(0), 3,)
print(solve(*example))
",22,"[0.49625658988952637, 0.7682217955589294, 0.08847743272781372]"
Numpy,Core array literacy,"Write a function solve(rng, rows) that builds a tensor from the nested list and shuffles its ROWS using a permutation drawn from rng's stream, returning a tuple (shuffled, order): the shuffled rows as a plain nested list and the permutation used, as a plain list.","import torch as t

def solve(rng, rows):
    """"""Shuffle a's rows with a permutation from rng; return (shuffled rows, the order).""""""
    a = t.tensor(rows)
    order = t.randperm(a.shape[0], generator=rng)
    return (a[order].tolist(), order.tolist())


example = (t.Generator().manual_seed(0), [[1, 2], [3, 4], [5, 6]],)
print(solve(*example))
",24,"([[5, 6], [1, 2], [3, 4]], [2, 0, 1])"
Numpy,Core array literacy,"Write a function solve(rng, n) that draws n standard-normal floats from rng's stream and returns a tuple (values, shape, dtype_name).","import torch as t

def solve(rng, n):
    """"""Return (values, shape, dtype name) for n normal draws from rng's stream.""""""
    x = t.randn(n, generator=rng)
    return (x.tolist(), tuple(x.shape), str(x.dtype))


example = (t.Generator().manual_seed(0), 2,)
print(solve(*example))
",20,"([1.5409960746765137, -0.293428897857666], (2,), 'torch.float32')"
Numpy,Core array literacy,"Write a function solve(rng, n) that draws from all four samplers off the SAME stream, in this order — n uniform floats, n standard-normal floats, n random integers in [0, 10), then a permutation of 0..n-1 — and returns all four as a tuple of plain lists.","import torch as t

def solve(rng, n):
    """"""Draw uniform, normal, int and permutation from one stream, in that order.""""""
    uniform = t.rand(n, generator=rng)
    normal = t.randn(n, generator=rng)
    ints = t.randint(0, 10, (n,), generator=rng)
    perm = t.randperm(n, generator=rng)
    return (uniform.tolist(), normal.tolist(), ints.tolist(), perm.tolist())


example = (t.Generator().manual_seed(0), 2,)
print(solve(*example))
",30,"([0.49625658988952637, 0.7682217955589294], [-0.29050925374031067, -1.0703703165054321], [7, 3], [1, 0])"
Numpy,Core array literacy,"Write a function solve(seed, n) that builds its OWN generator seeded with seed and returns the first n uniform floats from that stream, as a plain list.","import torch as t

def solve(seed, n):
    """"""Seed a new generator and return its first n uniform floats.""""""
    rng = t.Generator().manual_seed(seed)
    return t.rand(n, generator=rng).tolist()


example = (0, 3,)
print(solve(*example))
",14,"[0.49625658988952637, 0.7682217955589294, 0.08847743272781372]"
Numpy,Core array literacy,"Write a function solve(seed, n) that builds TWO generators from the same seed, draws n uniform floats from each, and returns a tuple (first, second, identical): both draws as plain lists and whether they came out identical.","import torch as t

def solve(seed, n):
    """"""Two generators, one seed: return (draw a, draw b, are they identical?).""""""
    rng_a = t.Generator().manual_seed(seed)
    rng_b = t.Generator().manual_seed(seed)
    a = t.rand(n, generator=rng_a)
    b = t.rand(n, generator=rng_b)
    return (a.tolist(), b.tolist(), a.tolist() == b.tolist())


example = (42, 3,)
print(solve(*example))
",18,"([0.8822692632675171, 0.9150039553642273, 0.38286375999450684], [0.8822692632675171, 0.9150039553642273, 0.38286375999450684], True)"
Numpy,Core array literacy,"Write a function solve(seed, n) that shows a seeded stream replays: build a generator from seed and draw n floats, then build a SECOND generator from the same seed and draw n floats again. Return a tuple (draw, replay, they_match).","import torch as t

def solve(seed, n):
    """"""Show that reseeding replays: return (first draw, replayed draw, do they match?).""""""
    first = t.rand(n, generator=t.Generator().manual_seed(seed))
    replay = t.rand(n, generator=t.Generator().manual_seed(seed))
    return (first.tolist(), replay.tolist(), first.tolist() == replay.tolist())


example = (0, 2,)
print(solve(*example))
",20,"([0.49625658988952637, 0.7682217955589294], [0.49625658988952637, 0.7682217955589294], True)"
Numpy,Core array literacy,"Write a function solve(seed_a, seed_b, n) that draws n uniform floats from a generator seeded with seed_a and n from one seeded with seed_b, returning a tuple (draw_a, draw_b, they_differ).","import torch as t

def solve(seed_a, seed_b, n):
    """"""Two different seeds: return (draw a, draw b, do they differ?).""""""
    a = t.rand(n, generator=t.Generator().manual_seed(seed_a))
    b = t.rand(n, generator=t.Generator().manual_seed(seed_b))
    return (a.tolist(), b.tolist(), a.tolist() != b.tolist())


example = (0, 1, 2,)
print(solve(*example))
",22,"([0.49625658988952637, 0.7682217955589294], [0.7576315999031067, 0.2793108820915222], True)"
Numpy,Core array literacy,"Write a function solve(seed, n) that builds one seeded generator and takes TWO consecutive draws of n uniform floats from it, returning a tuple (first, second, they_differ) — the evidence that each draw consumes the stream.","import torch as t

def solve(seed, n):
    """"""One seeded stream, two draws: return (first, second, do they differ?).""""""
    rng = t.Generator().manual_seed(seed)
    first = t.rand(n, generator=rng)
    second = t.rand(n, generator=rng)
    return (first.tolist(), second.tolist(), first.tolist() != second.tolist())


example = (0, 2,)
print(solve(*example))
",24,"([0.49625658988952637, 0.7682217955589294], [0.08847743272781372, 0.13203048706054688], True)"
Numpy,Core array literacy,"Write a function solve(seed, n) that draws n uniform floats from a seeded generator, then RESEEDS that same generator with the same seed and draws n again. Return a tuple (before, after, restarted) — whether reseeding put the stream back to the beginning.","import torch as t

def solve(seed, n):
    """"""Reseed mid-stream; return (draw before, draw after, did it restart?).""""""
    rng = t.Generator().manual_seed(seed)
    before = t.rand(n, generator=rng)
    rng.manual_seed(seed)
    after = t.rand(n, generator=rng)
    return (before.tolist(), after.tolist(), before.tolist() == after.tolist())


example = (0, 2,)
print(solve(*example))
",26,"([0.49625658988952637, 0.7682217955589294], [0.49625658988952637, 0.7682217955589294], True)"
Numpy,Core array literacy,"Write a function solve(seed, low, high, n) that builds a generator from seed and returns the first n random integers from [low, high) off that stream, as a plain list.","import torch as t

def solve(seed, low, high, n):
    """"""Seed a generator and return its first n random ints in [low, high).""""""
    rng = t.Generator().manual_seed(seed)
    return t.randint(low, high, (n,), generator=rng).tolist()


example = (0, 0, 10, 4,)
print(solve(*example))
",20,"[4, 9, 3, 0]"
Numpy,Core array literacy,"Write a function solve(seed, n) that builds a generator from seed and returns a tuple (permutation, shape, dtype_name) for a random permutation of 0..n-1 drawn off that stream.","import torch as t

def solve(seed, n):
    """"""Seed a generator; return (permutation, shape, dtype name).""""""
    rng = t.Generator().manual_seed(seed)
    p = t.randperm(n, generator=rng)
    return (p.tolist(), tuple(p.shape), str(p.dtype))


example = (0, 4,)
print(solve(*example))
",22,"([0, 1, 3, 2], (4,), 'torch.int64')"
Numpy,Core array literacy,"Write a function solve(seed, n) that builds one generator from seed and draws from all four samplers off it in this order — n uniform floats, n standard-normal floats, n random integers in [0, 10), then a permutation of 0..n-1 — returning all four as a tuple of plain lists.","import torch as t

def solve(seed, n):
    """"""Seed one stream and draw with all four samplers, in that order.""""""
    rng = t.Generator().manual_seed(seed)
    uniform = t.rand(n, generator=rng)
    normal = t.randn(n, generator=rng)
    ints = t.randint(0, 10, (n,), generator=rng)
    perm = t.randperm(n, generator=rng)
    return (uniform.tolist(), normal.tolist(), ints.tolist(), perm.tolist())


example = (0, 2,)
print(solve(*example))
",30,"([0.49625658988952637, 0.7682217955589294], [-0.29050925374031067, -1.0703703165054321], [7, 3], [1, 0])"
Numpy,Core array literacy,"Write a function solve(seed, n) that proves a seed fixes a whole SEQUENCE, not just one draw: from two generators seeded identically, take two consecutive draws of n uniform floats from each, and return a tuple (first_match, second_match, advanced, first_draw) — whether the first draws agree, whether the second draws agree, whether the second draw differs from the first, and the first draw itself as a plain list.","import torch as t

def solve(seed, n):
    """"""Two identical seeds, two draws each: do both agree, did the stream move, and what was drawn?""""""
    rng_a = t.Generator().manual_seed(seed)
    rng_b = t.Generator().manual_seed(seed)
    a1 = t.rand(n, generator=rng_a)
    b1 = t.rand(n, generator=rng_b)
    a2 = t.rand(n, generator=rng_a)
    b2 = t.rand(n, generator=rng_b)
    return (a1.tolist() == b1.tolist(), a2.tolist() == b2.tolist(), a1.tolist() != a2.tolist(), a1.tolist())


example = (0, 2,)
print(solve(*example))
",32,"(True, True, True, [0.49625658988952637, 0.7682217955589294])"
Numpy,Core array literacy,"Write a function solve(seed, rows) that builds a tensor from the nested list and shuffles its ROWS reproducibly: the shuffle must be driven by a generator you build from seed. Return a tuple (shuffled, order, reproducible) — the shuffled rows as a plain nested list, the permutation used, and whether repeating the whole procedure from the same seed gives the same order back.","import torch as t

def solve(seed, rows):
    """"""Reproducibly shuffle a's rows from a seed; return (rows, order, reproducible?).""""""
    a = t.tensor(rows)
    order = t.randperm(a.shape[0], generator=t.Generator().manual_seed(seed))
    again = t.randperm(a.shape[0], generator=t.Generator().manual_seed(seed))
    return (a[order].tolist(), order.tolist(), order.tolist() == again.tolist())


example = (0, [[1, 2], [3, 4], [5, 6]],)
print(solve(*example))
",34,"([[5, 6], [1, 2], [3, 4]], [2, 0, 1], True)"
Numpy,Core array literacy,"Write a function solve(rng, n) that builds a random permutation MATRIX driven by rng's stream — the n-by-n identity with its rows shuffled by a permutation drawn from rng — and returns a tuple (matrix, order, still_a_permutation): the matrix as a plain nested list, the permutation used as a plain list, and whether its rows are still the identity's rows in some order.","import torch as t

def solve(rng, n):
    """"""Build a permutation matrix off rng's stream; return (matrix, order, valid?).""""""
    order = t.randperm(n, generator=rng)
    perm = t.eye(n)[order]
    return (perm.tolist(), order.tolist(), sorted(perm.tolist()) == sorted(t.eye(n).tolist()))


example = (t.Generator().manual_seed(0), 3,)
print(solve(*example))
",32,"([[0.0, 0.0, 1.0], [1.0, 0.0, 0.0], [0.0, 1.0, 0.0]], [2, 0, 1], True)"
Python,Getting started,"Write a function solve(number, word) that gives each argument a name of its own — `amount` for the number, `label` for the word — and returns the tuple (amount, label, kind), where `kind` is what KIND of value `amount` is. Use `type` to get it. Naming a value does not change what kind of value it is.","def solve(number, word):
    """"""A name does not change the kind of the value behind it.""""""
    amount = number
    label = word
    kind = type(amount)
    return (amount, label, kind)


example = (5, 'hi')
print(solve(*example))
",18,"(5, 'hi', <class 'int'>)"
Python,Getting started,"Write a function solve(n) that stores n under the name `value`, records type(value) as `before`, then re-attaches that SAME name to the pair (value, value), records type(value) again as `after`, and returns (before, after). Re-attaching a name can change the kind of thing it holds, not just the amount.","def solve(n):
    """"""Re-attaching a name can change the KIND, not just the value.""""""
    value = n
    before = type(value)
    value = (value, value)
    after = type(value)
    return (before, after)


example = (5,)
print(solve(*example))
",22,"(<class 'int'>, <class 'tuple'>)"
Python,Getting started,"Write a function solve(start, replacement) that names `start` as `original`, gives the SAME value a second name `copy`, then re-attaches `original` to `replacement`, and returns (original, copy). Re-assigning moves one label; it does not reach through to anything else holding that value.","def solve(start, replacement):
    """"""Two names on one value; moving one label leaves the other alone.""""""
    original = start
    copy = original
    original = replacement
    return (original, copy)


example = (1, 2)
print(solve(*example))
",24,"(2, 1)"
Python,Getting started,"Write a function solve(a, b, c) that rotates the three values one place to the left and returns them as a tuple: the answer for solve(1, 2, 3) is (2, 3, 1). Keep the first value under a temporary name before you overwrite it, or it is gone by the time you need it.","def solve(a, b, c):
    """"""A temporary name is what keeps the value about to be overwritten.""""""
    keep = a
    a = b
    b = c
    c = keep
    return (a, b, c)


example = (1, 2, 3)
print(solve(*example))
",26,"(2, 3, 1)"
